drug	category
cerivastatin	UGT1A1 Substrates
abciximab	Amino Acids, Peptides, and Proteins
abciximab	Antibodies
abciximab	Anticoagulants
abciximab	Antiplatelet agents
abciximab	Blood and Blood Forming Organs
abciximab	Blood Proteins
abciximab	Fibrinolytic Agents
abciximab	Globulins
abciximab	Hematologic Agents
abciximab	Immunoglobulin Fragments
abciximab	Immunoglobulins
abciximab	Immunoproteins
abciximab	Miscellaneous Therapeutic Agents
abciximab	Peptide Fragments
abciximab	Peptides
abciximab	Platelet Aggregation Inhibitors Excl. Heparin
abciximab	Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors
abciximab	Proteins
abciximab	Serum Globulins
saccharomyces cerevisiae	Non-Standardized Food Allergenic Extract
saccharomyces cerevisiae	Non-Standardized Fungal Allergenic Extract
ammonia	Gases
ammonia	Nitrogen Compounds
zotepine	Antipsychotic Agents
zotepine	Antipsychotic Agents (Second Generation [Atypical])
zotepine	Central Nervous System Agents
zotepine	Central Nervous System Depressants
zotepine	Cytochrome P-450 CYP1A2 Substrates
zotepine	Dopamine Antagonists
zotepine	Dopamine D2 Receptor Antagonists
zotepine	Heterocyclic Compounds
zotepine	Heterocyclic Compounds, 1-Ring
zotepine	Heterocyclic Compounds, 3-Ring
zotepine	Nervous System
zotepine	Psycholeptics
zotepine	Psychotropic Drugs
zotepine	Serotonin 5-HT2 Receptor Antagonists
zotepine	Serotonin Receptor Antagonists
zotepine	Sulfur Compounds
zotepine	Thiepins
zotepine	Tranquilizing Agents
aminosalicylic acid	Acids, Carbocyclic
aminosalicylic acid	Aminobenzoates
aminosalicylic acid	Aminosalicylic Acid and Derivatives
aminosalicylic acid	Aminosalicylic Acid and Similar Agents
aminosalicylic acid	Aminosalicylic Acids
aminosalicylic acid	Anti-Bacterial Agents
aminosalicylic acid	Anti-Infective Agents
aminosalicylic acid	Antiinfectives for Systemic Use
aminosalicylic acid	Antimycobacterials
aminosalicylic acid	Antituberculosis Agents
aminosalicylic acid	Benzene Derivatives
aminosalicylic acid	Benzoates
aminosalicylic acid	Carboxylic Acids
aminosalicylic acid	COX Inhibitors
aminosalicylic acid	COX-2 Inhibitors
aminosalicylic acid	Drugs for Treatment of Tuberculosis
aminosalicylic acid	Hydrocarbons
aminosalicylic acid	Hydrocarbons, Aromatic
aminosalicylic acid	Hydrocarbons, Cyclic
aminosalicylic acid	Hydroxy Acids
aminosalicylic acid	Hydroxybenzoates
aminosalicylic acid	para-Aminobenzoates
aminosalicylic acid	Phenols
aminosalicylic acid	Salicylates
sulfamethoxazole	Amides
sulfamethoxazole	Amines
sulfamethoxazole	Aniline Compounds
sulfamethoxazole	Anti-Bacterial Agents
sulfamethoxazole	Anti-Infective Agents
sulfamethoxazole	Antibacterials for Systemic Use
sulfamethoxazole	Antiinfectives for Systemic Use
sulfamethoxazole	Blood Glucose Lowering Agents
sulfamethoxazole	Cytochrome P-450 Enzyme Inhibitors
sulfamethoxazole	Genito Urinary System and Sex Hormones
sulfamethoxazole	Gynecological Antiinfectives and Antiseptics
sulfamethoxazole	Hypoglycemia-Associated Agents
sulfamethoxazole	Intermediate-Acting Sulfonamides
sulfamethoxazole	Methemoglobinemia Associated Agents
sulfamethoxazole	Potential QTc-Prolonging Agents
sulfamethoxazole	QTc Prolonging Agents
sulfamethoxazole	Sulfanilamides
sulfamethoxazole	Sulfonamide Antibacterial
sulfamethoxazole	Sulfonamide Antimicrobial
sulfamethoxazole	Sulfonamide Derivatives
sulfamethoxazole	Sulfonamides
sulfamethoxazole	Sulfonamides and Trimethoprim
sulfamethoxazole	Sulfones
sulfamethoxazole	Sulfur Compounds
peanut	Non-Standardized Food Allergenic Extract
selegiline	Amines
selegiline	Anti-Dyskinesia Agents
selegiline	Anti-Parkinson Drugs
selegiline	Antidepressive Agents
selegiline	Central Nervous System Agents
selegiline	Central Nervous System Depressants
selegiline	Cytochrome P-450 CYP1A2 Substrates
selegiline	Cytochrome P-450 CYP2B6 Substrates
selegiline	Cytochrome P-450 CYP2D6 Inhibitors
selegiline	Cytochrome P-450 CYP2D6 Inhibitors (weak)
selegiline	Cytochrome P-450 Enzyme Inhibitors
selegiline	Dopamine Agents
selegiline	Enzyme Inhibitors
selegiline	Ethylamines
selegiline	Hypotensive Agents
selegiline	Monoamine Oxidase B Inhibitors
selegiline	Monoamine Oxidase Inhibitors
selegiline	Nervous System
selegiline	Neuroprotective Agents
selegiline	Phenethylamines
selegiline	Protective Agents
selegiline	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
selegiline	Serotonin Modulators
selegiline	Specialty Uses of Chemicals
esculin	Benzopyrans
esculin	Carbohydrates
esculin	Coumarins
esculin	Glucosides
esculin	Glycosides
esculin	Heterocyclic Compounds
esculin	Heterocyclic Compounds, 1-Ring
esculin	Heterocyclic Compounds, 2-Ring
esculin	Pyrans
tocainide	Amides
tocainide	Anilides
tocainide	Antiarrhythmic agents
tocainide	Antiarrhythmics, Class I and III
tocainide	Antiarrhythmics, Class Ib
tocainide	Cardiac Therapy
tocainide	Cardiovascular Agents
tocainide	Cardiovascular System
tocainide	Cytochrome P-450 Enzyme Inhibitors
tocainide	Membrane Transport Modulators
tocainide	Sodium Channel Blockers
tocainide	Voltage-Gated Sodium Channel Blockers
guanfacine	Acids, Carbocyclic
guanfacine	Adrenergic Agents
guanfacine	Adrenergic Agonists
guanfacine	Adrenergic alpha-2 Receptor Agonists
guanfacine	Adrenergic alpha-Agonists
guanfacine	Amidines
guanfacine	Antiadrenergic Agents, Centrally Acting
guanfacine	Antihypertensive Agents
guanfacine	Bradycardia-Causing Agents
guanfacine	Carboxylic Acids
guanfacine	Cardiovascular Agents
guanfacine	Cardiovascular System
guanfacine	Central alpha-2 Adrenergic Agonist
guanfacine	Central Alpha-agonists
guanfacine	Central Nervous System Depressants
guanfacine	Guanidines
guanfacine	Hypotensive Agents
guanfacine	Imidazoline Receptor Agonists
guanfacine	Neurotransmitter Agents
guanfacine	Phenylacetates
tobramycin	Aminoglycoside Antibacterials
tobramycin	Anti-Bacterial Agents
tobramycin	Anti-Infective Agents
tobramycin	Antibacterials for Systemic Use
tobramycin	Antiinfectives for Systemic Use
tobramycin	Carbohydrates
tobramycin	Glycosides
tobramycin	Kanamycin
tobramycin	Nebramycin
tobramycin	Ophthalmologicals
tobramycin	Sensory Organs
gallamine triethiodide	Amines
gallamine triethiodide	Ammonium Compounds
gallamine triethiodide	Anticholinergic Agents
gallamine triethiodide	Central Nervous System Depressants
gallamine triethiodide	Cholinergic Agents
gallamine triethiodide	Cholinesterase Inhibitors
gallamine triethiodide	Muscarinic Antagonists
gallamine triethiodide	Neuromuscular Agents
gallamine triethiodide	Neuromuscular Blocking Agents
gallamine triethiodide	Neuromuscular-Blocking Agents (Nondepolarizing)
gallamine triethiodide	Neurotransmitter Agents
gallamine triethiodide	Nicotinic Antagonists
gallamine triethiodide	Nitrogen Compounds
gallamine triethiodide	Onium Compounds
gallamine triethiodide	Peripheral Nervous System Agents
gallamine triethiodide	Quaternary Ammonium Compounds
ocriplasmin	Amino Acids, Peptides, and Proteins
ocriplasmin	Endopeptidases
ocriplasmin	Enzymes
ocriplasmin	Enzymes and Coenzymes
ocriplasmin	Hydrolases
ocriplasmin	Ophthalmics
ocriplasmin	Ophthalmologicals
ocriplasmin	Peptide Hydrolases
ocriplasmin	Peptides
ocriplasmin	Sensory Organs
ocriplasmin	Serine Endopeptidases
ocriplasmin	Serine Proteases
fluoxetine	Amines
fluoxetine	Anticholinergic Agents
fluoxetine	Antidepressive Agents
fluoxetine	Antidepressive Agents, Second-Generation
fluoxetine	Central Nervous System Agents
fluoxetine	Central Nervous System Depressants
fluoxetine	Chemically-Induced Disorders
fluoxetine	Cytochrome P-450 CYP1A2 Substrates
fluoxetine	Cytochrome P-450 CYP2C19 Inhibitors
fluoxetine	Cytochrome P-450 CYP2C19 Inhibitors (strong)
fluoxetine	Cytochrome P-450 CYP2D6 Inhibitors
fluoxetine	Cytochrome P-450 CYP2D6 Inhibitors (strong)
fluoxetine	Cytochrome P-450 CYP2D6 Substrates
fluoxetine	Cytochrome P-450 Enzyme Inhibitors
fluoxetine	Drug-Related Side Effects and Adverse Reactions
fluoxetine	Enzyme Inhibitors
fluoxetine	Highest Risk QTc-Prolonging Agents
fluoxetine	Membrane Transport Modulators
fluoxetine	Metabolic Side Effects of Drugs and Substances
fluoxetine	Nervous System
fluoxetine	Neurotransmitter Agents
fluoxetine	Neurotransmitter Uptake Inhibitors
fluoxetine	Nicotinic Antagonists
fluoxetine	P-glycoprotein/ABCB1 Inhibitors
fluoxetine	Propylamines
fluoxetine	Psychoanaleptics
fluoxetine	Psychotropic Drugs
fluoxetine	QTc Prolonging Agents
fluoxetine	Selective Serotonin Reuptake Inhibitors
fluoxetine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
fluoxetine	Serotonin 5-HT2 Receptor Antagonists
fluoxetine	Serotonin Agents
fluoxetine	Serotonin Modulators
fluoxetine	Serotonin Receptor Antagonists
fluoxetine	Vasodilating Agents
cimicifuga racemosa	Cytochrome P-450 Enzyme Inhibitors
cimicifuga racemosa	Genito Urinary System and Sex Hormones
cimicifuga racemosa	Herbs and Natural Products
selexipag	Acetates
selexipag	Acids, Acyclic
selexipag	Amides
selexipag	Antihypertensive Agents
selexipag	Blood and Blood Forming Organs
selexipag	Carboxylic Acids
selexipag	Cardiovascular Agents
selexipag	Fatty Acids
selexipag	Fatty Acids, Volatile
selexipag	Heterocyclic Compounds
selexipag	Heterocyclic Compounds, 1-Ring
selexipag	Lipids
selexipag	OATP1B1/SLCO1B1 Substrates
selexipag	P-glycoprotein/ABCB1 Substrates
selexipag	Platelet Aggregation Inhibitors Excl. Heparin
selexipag	Prodrugs
selexipag	Prostacyclin Receptor Agonist
selexipag	Receptors, Prostaglandin, agonists
selexipag	Vasodilating Agents
auranofin	Antiinflammatory and Antirheumatic Products
auranofin	Antirheumatic Agents
auranofin	Aurothioglucose
auranofin	Gold Compounds
auranofin	Gold Preparations
auranofin	Musculo-Skeletal System
auranofin	Organogold Compounds
auranofin	Organometallic Compounds
auranofin	Specific Antirheumatic Agents
chloral hydrate	Alcohols
chloral hydrate	Aldehydes and Derivatives
chloral hydrate	Central Nervous System Agents
chloral hydrate	Central Nervous System Depressants
chloral hydrate	Ethylene Glycols
chloral hydrate	Glycols
chloral hydrate	Hypnotics and Sedatives
chloral hydrate	Miscellaneous Anxiolytics Sedatives and Hypnotics
chloral hydrate	Nervous System
chloral hydrate	Psycholeptics
phenoxymethylpenicillin	Amides
phenoxymethylpenicillin	Anti-Bacterial Agents
phenoxymethylpenicillin	Anti-Infective Agents
phenoxymethylpenicillin	Antibacterials for Systemic Use
phenoxymethylpenicillin	Antiinfectives for Systemic Use
phenoxymethylpenicillin	Aza Compounds
phenoxymethylpenicillin	Azabicyclo Compounds
phenoxymethylpenicillin	Beta-Lactam Antibacterials, Penicillins
phenoxymethylpenicillin	Beta-Lactamase Sensitive Penicillins
phenoxymethylpenicillin	beta-Lactams
phenoxymethylpenicillin	Bicyclo Compounds
phenoxymethylpenicillin	Bicyclo Compounds, Heterocyclic
phenoxymethylpenicillin	Bridged Compounds
phenoxymethylpenicillin	Heterocyclic Compounds
phenoxymethylpenicillin	Heterocyclic Compounds, 1-Ring
phenoxymethylpenicillin	Heterocyclic Compounds, 2-Ring
phenoxymethylpenicillin	Heterocyclic Compounds, Bridged-Ring
phenoxymethylpenicillin	Hydrocarbons
phenoxymethylpenicillin	Hydrocarbons, Cyclic
phenoxymethylpenicillin	Lactams
phenoxymethylpenicillin	Natural Penicillins
phenoxymethylpenicillin	Penicillin G
phenoxymethylpenicillin	Penicillins
phenoxymethylpenicillin	Polycyclic Compounds
phenoxymethylpenicillin	Sulfur Compounds
captodiame	Anti-Anxiety Agents
captodiame	Central Nervous System Depressants
captodiame	Diphenylmethane Derivatives
captodiame	Nervous System
captodiame	Psycholeptics
captodiame	Serotonin 5-HT2 Receptor Antagonists
captodiame	Serotonin Receptor Antagonists
asparagus	Non-Standardized Food Allergenic Extract
cyclosporine	Amino Acids, Peptides, and Proteins
cyclosporine	Anti-Infective Agents
cyclosporine	Anti-Inflammatory Agents
cyclosporine	Anti-inflammatory Agents, Miscellaneous
cyclosporine	Antifungal Agents
cyclosporine	Antineoplastic and Immunomodulating Agents
cyclosporine	Antirheumatic Agents
cyclosporine	BCRP/ABCG2 Inhibitors
cyclosporine	BSEP/ABCB11 Inhibitors
cyclosporine	Calcineurin Inhibitor Immunosuppressant
cyclosporine	Calcineurin Inhibitors
cyclosporine	Combined Inhibitors of CYP3A4 and P-glycoprotein
cyclosporine	Combined Inhibitors of CYP3A4 and P-glycoprotein (Moderate)
cyclosporine	Cyclosporins
cyclosporine	Cytochrome P-450 CYP3A Inhibitors
cyclosporine	Cytochrome P-450 CYP3A Substrates
cyclosporine	Cytochrome P-450 CYP3A4 Inhibitors
cyclosporine	Cytochrome P-450 CYP3A4 Inhibitors (moderate)
cyclosporine	Cytochrome P-450 CYP3A4 Substrates
cyclosporine	Cytochrome P-450 CYP3A5 Substrates
cyclosporine	Cytochrome P-450 CYP3A7 Substrates
cyclosporine	Cytochrome P-450 Enzyme Inducers
cyclosporine	Cytochrome P-450 Enzyme Inhibitors
cyclosporine	Dermatologicals
cyclosporine	Enzyme Inhibitors
cyclosporine	Immunologic Factors
cyclosporine	Immunosuppressive Agents
cyclosporine	Macrocyclic Compounds
cyclosporine	Ophthalmologicals
cyclosporine	P-glycoprotein/ABCB1 Inducers
cyclosporine	P-glycoprotein/ABCB1 Inhibitors
cyclosporine	P-glycoprotein/ABCB1 Substrates
cyclosporine	Peptides
cyclosporine	Peptides, Cyclic
cyclosporine	Polycyclic Compounds
cyclosporine	Sensory Organs
voriconazole	14-alpha Demethylase Inhibitors
voriconazole	Anti-Infective Agents
voriconazole	Antifungal Agents
voriconazole	Antiinfectives for Systemic Use
voriconazole	Antimycotics for Systemic Use
voriconazole	Azole Antifungals
voriconazole	Azoles
voriconazole	Chemically-Induced Disorders
voriconazole	Cytochrome P-450 CYP2C19 Inhibitors
voriconazole	Cytochrome P-450 CYP2C19 Inhibitors (weak)
voriconazole	Cytochrome P-450 CYP2C19 Substrates
voriconazole	Cytochrome P-450 CYP2C9 Inhibitors
voriconazole	Cytochrome P-450 CYP2C9 Inhibitors (weak)
voriconazole	Cytochrome P-450 CYP3A Inhibitors
voriconazole	Cytochrome P-450 CYP3A Inhibitors (strong)
voriconazole	Cytochrome P-450 CYP3A Substrates
voriconazole	Cytochrome P-450 CYP3A4 Inhibitors
voriconazole	Cytochrome P-450 CYP3A4 Inhibitors (strong)
voriconazole	Cytochrome P-450 CYP3A4 Substrates
voriconazole	Cytochrome P-450 Enzyme Inhibitors
voriconazole	Drug-Related Side Effects and Adverse Reactions
voriconazole	Enzyme Inhibitors
voriconazole	Heterocyclic Compounds
voriconazole	Heterocyclic Compounds, 1-Ring
voriconazole	Hormone Antagonists
voriconazole	Hormones, Hormone Substitutes, and Hormone Antagonists
voriconazole	Metabolic Side Effects of Drugs and Substances
voriconazole	Potential QTc-Prolonging Agents
voriconazole	QTc Prolonging Agents
voriconazole	Steroid Synthesis Inhibitors
voriconazole	Triazole Derivatives
voriconazole	Triazoles
parnaparin	Anticoagulants
parnaparin	Blood and Blood Forming Organs
parnaparin	Carbohydrates
parnaparin	Glycosaminoglycans
parnaparin	Heparin
parnaparin	Heparin (Low Molecular Weight)
parnaparin	Heparin Group
parnaparin	Polysaccharides
methimazole	Antithyroid Agents
methimazole	Azoles
methimazole	Cytochrome P-450 CYP2D6 Inhibitors
methimazole	Cytochrome P-450 CYP2D6 Inhibitors (weak)
methimazole	Cytochrome P-450 Enzyme Inhibitors
methimazole	Heterocyclic Compounds
methimazole	Heterocyclic Compounds, 1-Ring
methimazole	Hormone Antagonists
methimazole	Hormones, Hormone Substitutes, and Hormone Antagonists
methimazole	Imidazoles
methimazole	Immunosuppressive Agents
methimazole	Myelosuppressive Agents
methimazole	Sulfhydryl Compounds
methimazole	Sulfur Compounds
methimazole	Sulfur-Containing Imidazole Derivatives
methimazole	Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins
methimazole	Thyroid Hormone Synthesis Inhibitor
methimazole	Thyroid Therapy
quercus velutina pollen	Non-Standardized Pollen Allergenic Extract
grepafloxacin	Anti-Bacterial Agents
grepafloxacin	Anti-Infective Agents
grepafloxacin	Antibacterials for Systemic Use
grepafloxacin	Antiinfectives for Systemic Use
grepafloxacin	Cytochrome P-450 CYP1A2 Substrates
grepafloxacin	Enzyme Inhibitors
grepafloxacin	Fluoroquinolones
grepafloxacin	Heterocyclic Compounds
grepafloxacin	Heterocyclic Compounds, 1-Ring
grepafloxacin	Heterocyclic Compounds, 2-Ring
grepafloxacin	OAT1 Substrates
grepafloxacin	P-glycoprotein/ABCB1 Substrates
grepafloxacin	QTc Prolonging Agents
grepafloxacin	Quinolines
grepafloxacin	Quinolones
grepafloxacin	Topoisomerase II Inhibitors
grepafloxacin	Topoisomerase Inhibitors
trichloroacetate	Acetates
trichloroacetate	Acids, Acyclic
trichloroacetate	Carboxylic Acids
trichloroacetate	Caustics
trichloroacetate	Chloroacetates
trichloroacetate	Fatty Acids
trichloroacetate	Fatty Acids, Volatile
trichloroacetate	Hydrocarbons
trichloroacetate	Hydrocarbons, Chlorinated
trichloroacetate	Hydrocarbons, Halogenated
trichloroacetate	Lipids
trichloroacetate	Noxae
trichloroacetate	Specialty Uses of Chemicals
trichloroacetate	Toxic Actions
cisapride	Acids, Carbocyclic
cisapride	Alimentary Tract and Metabolism
cisapride	Amides
cisapride	Aminobenzoates
cisapride	Anti-Ulcer Agents
cisapride	Benzamides and benzamide derivatives
cisapride	Benzene Derivatives
cisapride	Benzoates
cisapride	Carboxylic Acids
cisapride	Chlorobenzoates
cisapride	Cytochrome P-450 CYP1A2 Substrates
cisapride	Cytochrome P-450 CYP3A Substrates
cisapride	Cytochrome P-450 CYP3A4 Substrates
cisapride	Cytochrome P-450 CYP3A5 Substrates
cisapride	Cytochrome P-450 CYP3A7 Substrates
cisapride	Cytochrome P-450 Enzyme Inhibitors
cisapride	Drugs for Functional Gastrointestinal Disorders
cisapride	Gastrointestinal Agents
cisapride	Heterocyclic Compounds
cisapride	Heterocyclic Compounds, 1-Ring
cisapride	Highest Risk QTc-Prolonging Agents
cisapride	Hydrocarbons
cisapride	Hydrocarbons, Aromatic
cisapride	Hydrocarbons, Cyclic
cisapride	Neurotransmitter Agents
cisapride	para-Aminobenzoates
cisapride	Piperidines
cisapride	Propulsives
cisapride	QTc Prolonging Agents
cisapride	Serotonin 5-HT2 Receptor Agonists
cisapride	Serotonin Agents
cisapride	Serotonin Receptor Agonists
dinoprostone	Autacoids
dinoprostone	Biological Factors
dinoprostone	Cytochrome P-450 CYP1A2 Substrates
dinoprostone	Eicosanoids
dinoprostone	Fatty Acids
dinoprostone	Fatty Acids, Unsaturated
dinoprostone	Genito Urinary System and Sex Hormones
dinoprostone	Inflammation Mediators
dinoprostone	Lipids
dinoprostone	OAT1 Substrates
dinoprostone	OAT3 Substrates
dinoprostone	OATP1B1/SLCO1B1 Substrates
dinoprostone	Prostaglandins
dinoprostone	Prostaglandins E
dinoprostone	Prostaglandins, Synthetic
dinoprostone	Reproductive Control Agents
dinoprostone	Uterotonic agents
